inventory_id,date,year,month,month_name,quarter,product_id,product_name,category,opening_stock,received_qty,dispatched_qty,closing_stock,reorder_level,stock_status,financial_year,day_of_week,shelf_life_days,days_of_stock,shelf_life_risk
IN000182,2023-04-19,2023,4,April,Q2,P02,Milk Packet 500ml,Milk Packet,340,56,73,323,500,Low,FY2023-24,Wednesday,3,4.4,Safe
IN000183,2023-04-19,2023,4,April,Q2,P03,Milk Packet 200ml,Milk Packet,620,86,262,444,500,Low,FY2023-24,Wednesday,3,1.7,At Risk
IN000184,2023-04-19,2023,4,April,Q2,P04,Paneer 200g,Paneer,174,290,256,208,30,OK,FY2023-24,Wednesday,7,0.8,At Risk
IN000185,2023-04-19,2023,4,April,Q2,P05,Paneer 500g,Paneer,866,229,267,828,30,OK,FY2023-24,Wednesday,7,3.1,At Risk
IN000186,2023-04-19,2023,4,April,Q2,P06,Curd 400g,Curd,0,262,262,0,80,Stockout,FY2023-24,Wednesday,5,0.0,At Risk
IN000187,2023-04-19,2023,4,April,Q2,P07,Curd 1kg,Curd,159,208,147,220,80,OK,FY2023-24,Wednesday,5,1.5,At Risk
IN000188,2023-04-19,2023,4,April,Q2,P08,Ghee 500ml,Ghee,414,178,43,549,15,OK,FY2023-24,Wednesday,180,12.8,At Risk
IN000189,2023-04-19,2023,4,April,Q2,P09,Ghee 1L,Ghee,601,113,212,502,15,OK,FY2023-24,Wednesday,180,2.4,At Risk
IN000190,2023-04-19,2023,4,April,Q2,P10,Butter 100g,Butter,255,131,98,288,25,OK,FY2023-24,Wednesday,90,2.9,At Risk
IN000191,2023-04-19,2023,4,April,Q2,P11,Butter 500g,Butter,498,111,249,360,25,OK,FY2023-24,Wednesday,90,1.4,At Risk
IN000192,2023-04-19,2023,4,April,Q2,P12,Cream 200ml,Cream,533,178,81,630,12,OK,FY2023-24,Wednesday,10,7.8,At Risk
IN000193,2023-04-20,2023,4,April,Q2,P01,Milk Bulk 1L,Milk Bulk,625,61,149,537,200,OK,FY2023-24,Thursday,2,3.6,Safe
IN000194,2023-04-20,2023,4,April,Q2,P02,Milk Packet 500ml,Milk Packet,323,145,275,193,500,Critical,FY2023-24,Thursday,3,0.7,At Risk
IN000195,2023-04-20,2023,4,April,Q2,P03,Milk Packet 200ml,Milk Packet,444,260,208,496,500,Low,FY2023-24,Thursday,3,2.4,At Risk
IN000196,2023-04-20,2023,4,April,Q2,P04,Paneer 200g,Paneer,208,107,204,111,30,OK,FY2023-24,Thursday,7,0.5,At Risk
IN000197,2023-04-20,2023,4,April,Q2,P05,Paneer 500g,Paneer,828,201,85,944,30,OK,FY2023-24,Thursday,7,11.1,Safe
IN000198,2023-04-20,2023,4,April,Q2,P06,Curd 400g,Curd,0,177,74,103,80,OK,FY2023-24,Thursday,5,1.4,At Risk
IN000199,2023-04-20,2023,4,April,Q2,P07,Curd 1kg,Curd,220,236,126,330,80,OK,FY2023-24,Thursday,5,2.6,At Risk
IN000200,2023-04-20,2023,4,April,Q2,P08,Ghee 500ml,Ghee,549,121,271,399,15,OK,FY2023-24,Thursday,180,1.5,At Risk
IN000201,2023-04-20,2023,4,April,Q2,P09,Ghee 1L,Ghee,502,236,109,629,15,OK,FY2023-24,Thursday,180,5.8,At Risk
IN000202,2023-04-20,2023,4,April,Q2,P10,Butter 100g,Butter,288,125,123,290,25,OK,FY2023-24,Thursday,90,2.4,At Risk
IN000203,2023-04-20,2023,4,April,Q2,P11,Butter 500g,Butter,360,139,55,444,25,OK,FY2023-24,Thursday,90,8.1,At Risk
IN000204,2023-04-20,2023,4,April,Q2,P12,Cream 200ml,Cream,630,178,171,637,12,OK,FY2023-24,Thursday,10,3.7,At Risk
IN000205,2023-04-21,2023,4,April,Q2,P01,Milk Bulk 1L,Milk Bulk,537,200,279,458,200,OK,FY2023-24,Friday,2,1.6,At Risk
IN000206,2023-04-21,2023,4,April,Q2,P02,Milk Packet 500ml,Milk Packet,193,261,147,307,500,Low,FY2023-24,Friday,3,2.1,At Risk
IN000207,2023-04-21,2023,4,April,Q2,P03,Milk Packet 200ml,Milk Packet,496,141,152,485,500,Low,FY2023-24,Friday,3,3.2,Safe
IN000208,2023-04-21,2023,4,April,Q2,P04,Paneer 200g,Paneer,111,197,138,170,30,OK,FY2023-24,Friday,7,1.2,At Risk
IN000209,2023-04-21,2023,4,April,Q2,P05,Paneer 500g,Paneer,944,212,75,1081,30,OK,FY2023-24,Friday,7,14.4,Safe
IN000210,2023-04-21,2023,4,April,Q2,P06,Curd 400g,Curd,103,97,200,0,80,Stockout,FY2023-24,Friday,5,0.0,At Risk
IN000211,2023-04-21,2023,4,April,Q2,P07,Curd 1kg,Curd,330,136,158,308,80,OK,FY2023-24,Friday,5,1.9,At Risk
IN000212,2023-04-21,2023,4,April,Q2,P08,Ghee 500ml,Ghee,399,163,78,484,15,OK,FY2023-24,Friday,180,6.2,At Risk
IN000213,2023-04-21,2023,4,April,Q2,P09,Ghee 1L,Ghee,629,227,104,752,15,OK,FY2023-24,Friday,180,7.2,At Risk
IN000214,2023-04-21,2023,4,April,Q2,P10,Butter 100g,Butter,290,241,256,275,25,OK,FY2023-24,Friday,90,1.1,At Risk
IN000215,2023-04-21,2023,4,April,Q2,P11,Butter 500g,Butter,444,200,208,436,25,OK,FY2023-24,Friday,90,2.1,At Risk
IN000216,2023-04-21,2023,4,April,Q2,P12,Cream 200ml,Cream,637,84,75,646,12,OK,FY2023-24,Friday,10,8.6,At Risk
IN000217,2023-04-22,2023,4,April,Q2,P01,Milk Bulk 1L,Milk Bulk,458,267,131,594,200,OK,FY2023-24,Saturday,2,4.5,Safe
IN000218,2023-04-22,2023,4,April,Q2,P02,Milk Packet 500ml,Milk Packet,307,285,57,535,500,OK,FY2023-24,Saturday,3,9.4,Safe
IN000219,2023-04-22,2023,4,April,Q2,P03,Milk Packet 200ml,Milk Packet,485,263,278,470,500,Low,FY2023-24,Saturday,3,1.7,At Risk
IN000220,2023-04-22,2023,4,April,Q2,P04,Paneer 200g,Paneer,170,62,232,0,30,Stockout,FY2023-24,Saturday,7,0.0,At Risk
IN000221,2023-04-22,2023,4,April,Q2,P05,Paneer 500g,Paneer,1081,224,46,1259,30,OK,FY2023-24,Saturday,7,27.4,Safe
IN000222,2023-04-22,2023,4,April,Q2,P06,Curd 400g,Curd,0,251,69,182,80,OK,FY2023-24,Saturday,5,2.6,At Risk
IN000223,2023-04-22,2023,4,April,Q2,P07,Curd 1kg,Curd,308,135,60,383,80,OK,FY2023-24,Saturday,5,6.4,Safe
IN000224,2023-04-22,2023,4,April,Q2,P08,Ghee 500ml,Ghee,484,175,207,452,15,OK,FY2023-24,Saturday,180,2.2,At Risk
IN000225,2023-04-22,2023,4,April,Q2,P09,Ghee 1L,Ghee,752,65,43,774,15,OK,FY2023-24,Saturday,180,18.0,At Risk
IN000226,2023-04-22,2023,4,April,Q2,P10,Butter 100g,Butter,275,179,148,306,25,OK,FY2023-24,Saturday,90,2.1,At Risk
IN000227,2023-04-22,2023,4,April,Q2,P11,Butter 500g,Butter,436,132,150,418,25,OK,FY2023-24,Saturday,90,2.8,At Risk
IN000228,2023-04-22,2023,4,April,Q2,P12,Cream 200ml,Cream,646,199,94,751,12,OK,FY2023-24,Saturday,10,8.0,At Risk
IN000229,2023-04-24,2023,4,April,Q2,P01,Milk Bulk 1L,Milk Bulk,594,101,67,628,200,OK,FY2023-24,Monday,2,9.4,Safe
IN000230,2023-04-24,2023,4,April,Q2,P02,Milk Packet 500ml,Milk Packet,535,136,115,556,500,OK,FY2023-24,Monday,3,4.8,Safe
IN000231,2023-04-24,2023,4,April,Q2,P03,Milk Packet 200ml,Milk Packet,470,180,108,542,500,OK,FY2023-24,Monday,3,5.0,Safe
IN000232,2023-04-24,2023,4,April,Q2,P04,Paneer 200g,Paneer,0,229,129,100,30,OK,FY2023-24,Monday,7,0.8,At Risk
IN000233,2023-04-24,2023,4,April,Q2,P05,Paneer 500g,Paneer,1259,247,105,1401,30,OK,FY2023-24,Monday,7,13.3,Safe
IN000234,2023-04-24,2023,4,April,Q2,P06,Curd 400g,Curd,182,190,154,218,80,OK,FY2023-24,Monday,5,1.4,At Risk
IN000235,2023-04-24,2023,4,April,Q2,P07,Curd 1kg,Curd,383,219,213,389,80,OK,FY2023-24,Monday,5,1.8,At Risk
IN000236,2023-04-24,2023,4,April,Q2,P08,Ghee 500ml,Ghee,452,74,130,396,15,OK,FY2023-24,Monday,180,3.0,At Risk
IN000237,2023-04-24,2023,4,April,Q2,P09,Ghee 1L,Ghee,774,130,175,729,15,OK,FY2023-24,Monday,180,4.2,At Risk
IN000238,2023-04-24,2023,4,April,Q2,P10,Butter 100g,Butter,306,235,129,412,25,OK,FY2023-24,Monday,90,3.2,At Risk
IN000239,2023-04-24,2023,4,April,Q2,P11,Butter 500g,Butter,418,257,176,499,25,OK,FY2023-24,Monday,90,2.8,At Risk
IN000240,2023-04-24,2023,4,April,Q2,P12,Cream 200ml,Cream,751,154,132,773,12,OK,FY2023-24,Monday,10,5.9,At Risk
IN000241,2023-04-25,2023,4,April,Q2,P01,Milk Bulk 1L,Milk Bulk,628,56,126,558,200,OK,FY2023-24,Tuesday,2,4.4,Safe
IN000242,2023-04-25,2023,4,April,Q2,P02,Milk Packet 500ml,Milk Packet,556,290,88,758,500,OK,FY2023-24,Tuesday,3,8.6,Safe
IN000243,2023-04-25,2023,4,April,Q2,P03,Milk Packet 200ml,Milk Packet,542,69,143,468,500,Low,FY2023-24,Tuesday,3,3.3,Safe
IN000244,2023-04-25,2023,4,April,Q2,P04,Paneer 200g,Paneer,100,135,167,68,30,OK,FY2023-24,Tuesday,7,0.4,At Risk
IN000245,2023-04-25,2023,4,April,Q2,P05,Paneer 500g,Paneer,1401,144,96,1449,30,OK,FY2023-24,Tuesday,7,15.1,Safe
IN000246,2023-04-25,2023,4,April,Q2,P06,Curd 400g,Curd,218,146,242,122,80,OK,FY2023-24,Tuesday,5,0.5,At Risk
IN000247,2023-04-25,2023,4,April,Q2,P07,Curd 1kg,Curd,389,269,86,572,80,OK,FY2023-24,Tuesday,5,6.7,Safe
IN000248,2023-04-25,2023,4,April,Q2,P08,Ghee 500ml,Ghee,396,175,170,401,15,OK,FY2023-24,Tuesday,180,2.4,At Risk
IN000249,2023-04-25,2023,4,April,Q2,P09,Ghee 1L,Ghee,729,120,205,644,15,OK,FY2023-24,Tuesday,180,3.1,At Risk
IN000250,2023-04-25,2023,4,April,Q2,P10,Butter 100g,Butter,412,120,141,391,25,OK,FY2023-24,Tuesday,90,2.8,At Risk
IN000251,2023-04-25,2023,4,April,Q2,P11,Butter 500g,Butter,499,73,113,459,25,OK,FY2023-24,Tuesday,90,4.1,At Risk
IN000252,2023-04-25,2023,4,April,Q2,P12,Cream 200ml,Cream,773,196,144,825,12,OK,FY2023-24,Tuesday,10,5.7,At Risk
IN000253,2023-04-26,2023,4,April,Q2,P01,Milk Bulk 1L,Milk Bulk,558,221,158,621,200,OK,FY2023-24,Wednesday,2,3.9,Safe
IN000254,2023-04-26,2023,4,April,Q2,P02,Milk Packet 500ml,Milk Packet,758,232,51,939,500,OK,FY2023-24,Wednesday,3,18.4,Safe
IN000255,2023-04-26,2023,4,April,Q2,P03,Milk Packet 200ml,Milk Packet,468,96,92,472,500,Low,FY2023-24,Wednesday,3,5.1,Safe
IN000256,2023-04-26,2023,4,April,Q2,P04,Paneer 200g,Paneer,68,158,226,0,30,Stockout,FY2023-24,Wednesday,7,0.0,At Risk
IN000257,2023-04-26,2023,4,April,Q2,P05,Paneer 500g,Paneer,1449,134,197,1386,30,OK,FY2023-24,Wednesday,7,7.0,At Risk
IN000258,2023-04-26,2023,4,April,Q2,P06,Curd 400g,Curd,122,60,162,20,80,Critical,FY2023-24,Wednesday,5,0.1,At Risk
IN000259,2023-04-26,2023,4,April,Q2,P07,Curd 1kg,Curd,572,254,133,693,80,OK,FY2023-24,Wednesday,5,5.2,Safe
IN000260,2023-04-26,2023,4,April,Q2,P08,Ghee 500ml,Ghee,401,200,248,353,15,OK,FY2023-24,Wednesday,180,1.4,At Risk
IN000261,2023-04-26,2023,4,April,Q2,P09,Ghee 1L,Ghee,644,292,277,659,15,OK,FY2023-24,Wednesday,180,2.4,At Risk
IN000262,2023-04-26,2023,4,April,Q2,P10,Butter 100g,Butter,391,134,185,340,25,OK,FY2023-24,Wednesday,90,1.8,At Risk
IN000263,2023-04-26,2023,4,April,Q2,P11,Butter 500g,Butter,459,179,257,381,25,OK,FY2023-24,Wednesday,90,1.5,At Risk
IN000264,2023-04-26,2023,4,April,Q2,P12,Cream 200ml,Cream,825,148,270,703,12,OK,FY2023-24,Wednesday,10,2.6,At Risk
IN000265,2023-04-27,2023,4,April,Q2,P01,Milk Bulk 1L,Milk Bulk,621,166,107,680,200,OK,FY2023-24,Thursday,2,6.4,Safe
IN000266,2023-04-27,2023,4,April,Q2,P02,Milk Packet 500ml,Milk Packet,939,272,249,962,500,OK,FY2023-24,Thursday,3,3.9,Safe
IN000267,2023-04-27,2023,4,April,Q2,P03,Milk Packet 200ml,Milk Packet,472,107,71,508,500,OK,FY2023-24,Thursday,3,7.2,Safe
IN000268,2023-04-27,2023,4,April,Q2,P04,Paneer 200g,Paneer,0,278,218,60,30,OK,FY2023-24,Thursday,7,0.3,At Risk
IN000269,2023-04-27,2023,4,April,Q2,P05,Paneer 500g,Paneer,1386,267,184,1469,30,OK,FY2023-24,Thursday,7,8.0,Safe
IN000270,2023-04-27,2023,4,April,Q2,P06,Curd 400g,Curd,20,129,149,0,80,Stockout,FY2023-24,Thursday,5,0.0,At Risk
IN000271,2023-04-27,2023,4,April,Q2,P07,Curd 1kg,Curd,693,106,263,536,80,OK,FY2023-24,Thursday,5,2.0,At Risk
IN000272,2023-04-27,2023,4,April,Q2,P08,Ghee 500ml,Ghee,353,172,160,365,15,OK,FY2023-24,Thursday,180,2.3,At Risk
IN000273,2023-04-27,2023,4,April,Q2,P09,Ghee 1L,Ghee,659,153,238,574,15,OK,FY2023-24,Thursday,180,2.4,At Risk
IN000274,2023-04-27,2023,4,April,Q2,P10,Butter 100g,Butter,340,224,98,466,25,OK,FY2023-24,Thursday,90,4.8,At Risk
IN000275,2023-04-27,2023,4,April,Q2,P11,Butter 500g,Butter,381,95,127,349,25,OK,FY2023-24,Thursday,90,2.7,At Risk
IN000276,2023-04-27,2023,4,April,Q2,P12,Cream 200ml,Cream,703,90,55,738,12,OK,FY2023-24,Thursday,10,13.4,Safe
IN000277,2023-04-28,2023,4,April,Q2,P01,Milk Bulk 1L,Milk Bulk,680,259,246,693,200,OK,FY2023-24,Friday,2,2.8,Safe
IN000278,2023-04-28,2023,4,April,Q2,P02,Milk Packet 500ml,Milk Packet,962,98,44,1016,500,OK,FY2023-24,Friday,3,23.1,Safe
IN000279,2023-04-28,2023,4,April,Q2,P03,Milk Packet 200ml,Milk Packet,508,258,69,697,500,OK,FY2023-24,Friday,3,10.1,Safe
IN000280,2023-04-28,2023,4,April,Q2,P04,Paneer 200g,Paneer,60,226,223,63,30,OK,FY2023-24,Friday,7,0.3,At Risk
IN000281,2023-04-28,2023,4,April,Q2,P05,Paneer 500g,Paneer,1469,107,136,1440,30,OK,FY2023-24,Friday,7,10.6,Safe
IN000282,2023-04-28,2023,4,April,Q2,P06,Curd 400g,Curd,0,260,260,0,80,Stockout,FY2023-24,Friday,5,0.0,At Risk
IN000283,2023-04-28,2023,4,April,Q2,P07,Curd 1kg,Curd,536,129,132,533,80,OK,FY2023-24,Friday,5,4.0,At Risk
IN000284,2023-04-28,2023,4,April,Q2,P08,Ghee 500ml,Ghee,365,226,199,392,15,OK,FY2023-24,Friday,180,2.0,At Risk
IN000285,2023-04-28,2023,4,April,Q2,P09,Ghee 1L,Ghee,574,265,275,564,15,OK,FY2023-24,Friday,180,2.1,At Risk
IN000286,2023-04-28,2023,4,April,Q2,P10,Butter 100g,Butter,466,295,98,663,25,OK,FY2023-24,Friday,90,6.8,At Risk
IN000287,2023-04-28,2023,4,April,Q2,P11,Butter 500g,Butter,349,180,148,381,25,OK,FY2023-24,Friday,90,2.6,At Risk
IN000288,2023-04-28,2023,4,April,Q2,P12,Cream 200ml,Cream,738,245,106,877,12,OK,FY2023-24,Friday,10,8.3,At Risk
IN000289,2023-04-29,2023,4,April,Q2,P01,Milk Bulk 1L,Milk Bulk,693,83,86,690,200,OK,FY2023-24,Saturday,2,8.0,Safe
IN000290,2023-04-29,2023,4,April,Q2,P02,Milk Packet 500ml,Milk Packet,1016,183,224,975,500,OK,FY2023-24,Saturday,3,4.4,Safe
IN000291,2023-04-29,2023,4,April,Q2,P03,Milk Packet 200ml,Milk Packet,697,188,195,690,500,OK,FY2023-24,Saturday,3,3.5,Safe
IN000292,2023-04-29,2023,4,April,Q2,P04,Paneer 200g,Paneer,63,290,195,158,30,OK,FY2023-24,Saturday,7,0.8,At Risk
IN000293,2023-04-29,2023,4,April,Q2,P05,Paneer 500g,Paneer,1440,280,58,1662,30,OK,FY2023-24,Saturday,7,28.7,Safe
IN000294,2023-04-29,2023,4,April,Q2,P06,Curd 400g,Curd,0,62,62,0,80,Stockout,FY2023-24,Saturday,5,0.0,At Risk
IN000295,2023-04-29,2023,4,April,Q2,P07,Curd 1kg,Curd,533,196,145,584,80,OK,FY2023-24,Saturday,5,4.0,At Risk
IN000296,2023-04-29,2023,4,April,Q2,P08,Ghee 500ml,Ghee,392,167,145,414,15,OK,FY2023-24,Saturday,180,2.9,At Risk
IN000297,2023-04-29,2023,4,April,Q2,P09,Ghee 1L,Ghee,564,105,211,458,15,OK,FY2023-24,Saturday,180,2.2,At Risk
IN000298,2023-04-29,2023,4,April,Q2,P10,Butter 100g,Butter,663,180,269,574,25,OK,FY2023-24,Saturday,90,2.1,At Risk
IN000299,2023-04-29,2023,4,April,Q2,P11,Butter 500g,Butter,381,99,208,272,25,OK,FY2023-24,Saturday,90,1.3,At Risk
IN000300,2023-04-29,2023,4,April,Q2,P12,Cream 200ml,Cream,877,60,234,703,12,OK,FY2023-24,Saturday,10,3.0,At Risk
IN000301,2023-05-01,2023,5,May,Q2,P01,Milk Bulk 1L,Milk Bulk,690,287,267,710,200,OK,FY2023-24,Monday,2,2.7,Safe
IN000302,2023-05-01,2023,5,May,Q2,P02,Milk Packet 500ml,Milk Packet,975,108,192,891,500,OK,FY2023-24,Monday,3,4.6,Safe
IN000303,2023-05-01,2023,5,May,Q2,P03,Milk Packet 200ml,Milk Packet,690,53,244,499,500,Low,FY2023-24,Monday,3,2.0,At Risk
IN000304,2023-05-01,2023,5,May,Q2,P04,Paneer 200g,Paneer,158,122,264,16,30,Low,FY2023-24,Monday,7,0.1,At Risk
IN000305,2023-05-01,2023,5,May,Q2,P05,Paneer 500g,Paneer,1662,248,47,1863,30,OK,FY2023-24,Monday,7,39.6,Safe
IN000306,2023-05-01,2023,5,May,Q2,P06,Curd 400g,Curd,0,155,84,71,80,Low,FY2023-24,Monday,5,0.8,At Risk
IN000307,2023-05-01,2023,5,May,Q2,P07,Curd 1kg,Curd,584,144,156,572,80,OK,FY2023-24,Monday,5,3.7,At Risk
IN000308,2023-05-01,2023,5,May,Q2,P08,Ghee 500ml,Ghee,414,154,52,516,15,OK,FY2023-24,Monday,180,9.9,At Risk
IN000309,2023-05-01,2023,5,May,Q2,P09,Ghee 1L,Ghee,458,213,151,520,15,OK,FY2023-24,Monday,180,3.4,At Risk
IN000310,2023-05-01,2023,5,May,Q2,P10,Butter 100g,Butter,574,216,111,679,25,OK,FY2023-24,Monday,90,6.1,At Risk
IN000311,2023-05-01,2023,5,May,Q2,P11,Butter 500g,Butter,272,257,127,402,25,OK,FY2023-24,Monday,90,3.2,At Risk
IN000312,2023-05-01,2023,5,May,Q2,P12,Cream 200ml,Cream,703,273,173,803,12,OK,FY2023-24,Monday,10,4.6,At Risk
IN000313,2023-05-02,2023,5,May,Q2,P01,Milk Bulk 1L,Milk Bulk,710,75,86,699,200,OK,FY2023-24,Tuesday,2,8.1,Safe
IN000314,2023-05-02,2023,5,May,Q2,P02,Milk Packet 500ml,Milk Packet,891,118,256,753,500,OK,FY2023-24,Tuesday,3,2.9,At Risk
IN000315,2023-05-02,2023,5,May,Q2,P03,Milk Packet 200ml,Milk Packet,499,226,179,546,500,OK,FY2023-24,Tuesday,3,3.1,Safe
IN000316,2023-05-02,2023,5,May,Q2,P04,Paneer 200g,Paneer,16,62,78,0,30,Stockout,FY2023-24,Tuesday,7,0.0,At Risk
IN000317,2023-05-02,2023,5,May,Q2,P05,Paneer 500g,Paneer,1863,59,220,1702,30,OK,FY2023-24,Tuesday,7,7.7,Safe
IN000318,2023-05-02,2023,5,May,Q2,P06,Curd 400g,Curd,71,275,78,268,80,OK,FY2023-24,Tuesday,5,3.4,At Risk
IN000319,2023-05-02,2023,5,May,Q2,P07,Curd 1kg,Curd,572,95,142,525,80,OK,FY2023-24,Tuesday,5,3.7,At Risk
IN000320,2023-05-02,2023,5,May,Q2,P08,Ghee 500ml,Ghee,516,174,118,572,15,OK,FY2023-24,Tuesday,180,4.8,At Risk
IN000321,2023-05-02,2023,5,May,Q2,P09,Ghee 1L,Ghee,520,76,121,475,15,OK,FY2023-24,Tuesday,180,3.9,At Risk
IN000322,2023-05-02,2023,5,May,Q2,P10,Butter 100g,Butter,679,100,55,724,25,OK,FY2023-24,Tuesday,90,13.2,At Risk
IN000323,2023-05-02,2023,5,May,Q2,P11,Butter 500g,Butter,402,228,141,489,25,OK,FY2023-24,Tuesday,90,3.5,At Risk
IN000324,2023-05-02,2023,5,May,Q2,P12,Cream 200ml,Cream,803,233,105,931,12,OK,FY2023-24,Tuesday,10,8.9,At Risk
IN000325,2023-05-03,2023,5,May,Q2,P01,Milk Bulk 1L,Milk Bulk,699,166,132,733,200,OK,FY2023-24,Wednesday,2,5.6,Safe
IN000326,2023-05-03,2023,5,May,Q2,P02,Milk Packet 500ml,Milk Packet,753,210,235,728,500,OK,FY2023-24,Wednesday,3,3.1,Safe
IN000327,2023-05-03,2023,5,May,Q2,P03,Milk Packet 200ml,Milk Packet,546,159,97,608,500,OK,FY2023-24,Wednesday,3,6.3,Safe
IN000328,2023-05-03,2023,5,May,Q2,P04,Paneer 200g,Paneer,0,61,60,1,30,Critical,FY2023-24,Wednesday,7,0.0,At Risk
IN000329,2023-05-03,2023,5,May,Q2,P05,Paneer 500g,Paneer,1702,160,151,1711,30,OK,FY2023-24,Wednesday,7,11.3,Safe
IN000330,2023-05-03,2023,5,May,Q2,P06,Curd 400g,Curd,268,133,129,272,80,OK,FY2023-24,Wednesday,5,2.1,At Risk
IN000331,2023-05-03,2023,5,May,Q2,P07,Curd 1kg,Curd,525,223,45,703,80,OK,FY2023-24,Wednesday,5,15.6,Safe
IN000332,2023-05-03,2023,5,May,Q2,P08,Ghee 500ml,Ghee,572,279,278,573,15,OK,FY2023-24,Wednesday,180,2.1,At Risk
IN000333,2023-05-03,2023,5,May,Q2,P09,Ghee 1L,Ghee,475,244,153,566,15,OK,FY2023-24,Wednesday,180,3.7,At Risk
IN000334,2023-05-03,2023,5,May,Q2,P10,Butter 100g,Butter,724,204,267,661,25,OK,FY2023-24,Wednesday,90,2.5,At Risk
IN000335,2023-05-03,2023,5,May,Q2,P11,Butter 500g,Butter,489,121,143,467,25,OK,FY2023-24,Wednesday,90,3.3,At Risk
IN000336,2023-05-03,2023,5,May,Q2,P12,Cream 200ml,Cream,931,110,47,994,12,OK,FY2023-24,Wednesday,10,21.1,Safe
IN000337,2023-05-04,2023,5,May,Q2,P01,Milk Bulk 1L,Milk Bulk,733,221,149,805,200,OK,FY2023-24,Thursday,2,5.4,Safe
IN000338,2023-05-04,2023,5,May,Q2,P02,Milk Packet 500ml,Milk Packet,728,254,72,910,500,OK,FY2023-24,Thursday,3,12.6,Safe
IN000339,2023-05-04,2023,5,May,Q2,P03,Milk Packet 200ml,Milk Packet,608,128,216,520,500,OK,FY2023-24,Thursday,3,2.4,At Risk
IN000340,2023-05-04,2023,5,May,Q2,P04,Paneer 200g,Paneer,1,270,167,104,30,OK,FY2023-24,Thursday,7,0.6,At Risk
IN000341,2023-05-04,2023,5,May,Q2,P05,Paneer 500g,Paneer,1711,85,87,1709,30,OK,FY2023-24,Thursday,7,19.6,Safe
IN000342,2023-05-04,2023,5,May,Q2,P06,Curd 400g,Curd,272,154,66,360,80,OK,FY2023-24,Thursday,5,5.5,Safe
IN000343,2023-05-04,2023,5,May,Q2,P07,Curd 1kg,Curd,703,257,96,864,80,OK,FY2023-24,Thursday,5,9.0,Safe
IN000344,2023-05-04,2023,5,May,Q2,P08,Ghee 500ml,Ghee,573,65,75,563,15,OK,FY2023-24,Thursday,180,7.5,At Risk
IN000345,2023-05-04,2023,5,May,Q2,P09,Ghee 1L,Ghee,566,65,170,461,15,OK,FY2023-24,Thursday,180,2.7,At Risk
IN000346,2023-05-04,2023,5,May,Q2,P10,Butter 100g,Butter,661,255,110,806,25,OK,FY2023-24,Thursday,90,7.3,At Risk
IN000347,2023-05-04,2023,5,May,Q2,P11,Butter 500g,Butter,467,245,160,552,25,OK,FY2023-24,Thursday,90,3.4,At Risk
IN000348,2023-05-04,2023,5,May,Q2,P12,Cream 200ml,Cream,994,260,59,1195,12,OK,FY2023-24,Thursday,10,20.3,Safe
IN000349,2023-05-05,2023,5,May,Q2,P01,Milk Bulk 1L,Milk Bulk,805,131,127,809,200,OK,FY2023-24,Friday,2,6.4,Safe
IN000350,2023-05-05,2023,5,May,Q2,P02,Milk Packet 500ml,Milk Packet,910,285,245,950,500,OK,FY2023-24,Friday,3,3.9,Safe
IN000351,2023-05-05,2023,5,May,Q2,P03,Milk Packet 200ml,Milk Packet,520,142,200,462,500,Low,FY2023-24,Friday,3,2.3,At Risk
IN000352,2023-05-05,2023,5,May,Q2,P04,Paneer 200g,Paneer,104,285,235,154,30,OK,FY2023-24,Friday,7,0.7,At Risk
IN000353,2023-05-05,2023,5,May,Q2,P05,Paneer 500g,Paneer,1709,267,80,1896,30,OK,FY2023-24,Friday,7,23.7,Safe
IN000354,2023-05-05,2023,5,May,Q2,P06,Curd 400g,Curd,360,120,197,283,80,OK,FY2023-24,Friday,5,1.4,At Risk
IN000355,2023-05-05,2023,5,May,Q2,P07,Curd 1kg,Curd,864,170,167,867,80,OK,FY2023-24,Friday,5,5.2,Safe
IN000356,2023-05-05,2023,5,May,Q2,P08,Ghee 500ml,Ghee,563,117,105,575,15,OK,FY2023-24,Friday,180,5.5,At Risk
IN000357,2023-05-05,2023,5,May,Q2,P09,Ghee 1L,Ghee,461,168,277,352,15,OK,FY2023-24,Friday,180,1.3,At Risk
IN000358,2023-05-05,2023,5,May,Q2,P10,Butter 100g,Butter,806,115,41,880,25,OK,FY2023-24,Friday,90,21.5,At Risk
IN000359,2023-05-05,2023,5,May,Q2,P11,Butter 500g,Butter,552,261,151,662,25,OK,FY2023-24,Friday,90,4.4,At Risk
IN000360,2023-05-05,2023,5,May,Q2,P12,Cream 200ml,Cream,1195,100,223,1072,12,OK,FY2023-24,Friday,10,4.8,At Risk
IN000361,2023-05-06,2023,5,May,Q2,P01,Milk Bulk 1L,Milk Bulk,809,99,103,805,200,OK,FY2023-24,Saturday,2,7.8,Safe
IN000362,2023-05-06,2023,5,May,Q2,P02,Milk Packet 500ml,Milk Packet,950,150,240,860,500,OK,FY2023-24,Saturday,3,3.6,Safe
IN000363,2023-05-06,2023,5,May,Q2,P03,Milk Packet 200ml,Milk Packet,462,138,252,348,500,Low,FY2023-24,Saturday,3,1.4,At Risk
IN000364,2023-05-06,2023,5,May,Q2,P04,Paneer 200g,Paneer,154,98,246,6,30,Critical,FY2023-24,Saturday,7,0.0,At Risk
